Datetime,Open,Close,High,Low,Volume
2025-01-07 15:30:00+00:00,21389.826171875,21374.01953125,21396.74609375,21227.4609375,201116377
2025-01-07 16:30:00+00:00,21372.0078125,21247.80078125,21374.544921875,21234.083984375,106067264
2025-01-07 17:30:00+00:00,21248.28515625,21325.814453125,21335.111328125,21210.455078125,80044553
2025-01-07 18:30:00+00:00,21323.16796875,21275.470703125,21324.486328125,21251.275390625,73306412
2025-01-07 19:30:00+00:00,21273.5859375,21149.3125,21274.966796875,21146.423828125,98694580
2025-01-07 20:30:00+00:00,21155.833984375,21175.24609375,21186.720703125,21101.294921875,109176706
2025-01-08 14:30:00+00:00,21156.33203125,21105.037109375,21215.375,21052.326171875,0
2025-01-08 15:30:00+00:00,21103.83203125,21150.169921875,21180.3671875,21099.1328125,113271184
2025-01-08 16:30:00+00:00,21150.09375,21008.75,21230.857421875,21004.111328125,96837159
2025-01-08 17:30:00+00:00,21010.912109375,21199.080078125,21214.40234375,20993.265625,97198292
2025-01-08 18:30:00+00:00,21197.353515625,21232.50390625,21242.251953125,21105.29296875,87518268
2025-01-08 19:30:00+00:00,21228.595703125,21167.392578125,21228.595703125,21123.85546875,80759994
2025-01-08 20:30:00+00:00,21168.048828125,21179.001953125,21194.57421875,21131.818359375,86017838
2025-01-10 14:30:00+00:00,21003.5390625,20862.392578125,21011.1015625,20721.126953125,0
2025-01-10 15:30:00+00:00,20865.57421875,20776.36328125,20954.935546875,20767.060546875,156547870
2025-01-10 16:30:00+00:00,20775.13671875,20793.173828125,20818.78515625,20728.880859375,102787776
2025-01-10 17:30:00+00:00,20790.70703125,20942.798828125,20963.2265625,20790.70703125,92015416
2025-01-10 18:30:00+00:00,20947.4375,20931.484375,21004.419921875,20883.935546875,87501943
2025-01-10 19:30:00+00:00,20930.451171875,20845.490234375,20931.14453125,20838.70703125,86919262
2025-01-10 20:30:00+00:00,20840.62890625,20846.12890625,20874.859375,20818.89453125,103885010
2025-01-13 14:30:00+00:00,20590.0390625,20558.0234375,20688.560546875,20538.625,0
2025-01-13 15:30:00+00:00,20557.43359375,20594.28125,20711.0390625,20557.43359375,129611675
2025-01-13 16:30:00+00:00,20592.95703125,20679.6328125,20692.61328125,20555.794921875,95666004
2025-01-13 17:30:00+00:00,20678.255859375,20722.720703125,20729.845703125,20655.46484375,72030383
2025-01-13 18:30:00+00:00,20722.73828125,20724.830078125,20743.091796875,20674.37109375,78002479
2025-01-13 19:30:00+00:00,20721.8046875,20717.880859375,20756.0625,20704.916015625,85677960
2025-01-13 20:30:00+00:00,20717.54296875,20784.162109375,20797.1015625,20711.01953125,94263774
2025-01-14 14:30:00+00:00,20906.1953125,20856.708984375,20968.8203125,20809.82421875,0
2025-01-14 15:30:00+00:00,20859.828125,20753.84765625,20864.53125,20720.533203125,124196634
2025-01-14 16:30:00+00:00,20750.62109375,20698.65625,20766.0546875,20654.859375,81439874
2025-01-14 17:30:00+00:00,20696.890625,20779.04296875,20781.67578125,20639.580078125,64961311
2025-01-14 18:30:00+00:00,20777.998046875,20820.912109375,20847.16015625,20769.373046875,74084971
2025-01-14 19:30:00+00:00,20820.677734375,20677.572265625,20842.376953125,20625.681640625,97452782
2025-01-14 20:30:00+00:00,20680.921875,20758.91015625,20758.91015625,20641.2265625,92258654
2025-01-15 14:30:00+00:00,21069.521484375,21220.59375,21234.787109375,21026.84765625,0
2025-01-15 15:30:00+00:00,21221.796875,21163.765625,21225.453125,21158.67578125,118568762
2025-01-15 16:30:00+00:00,21163.7421875,21158.736328125,21163.7421875,21087.115234375,87578452
2025-01-15 17:30:00+00:00,21165.5703125,21217.9140625,21218.125,21157.119140625,74532665
2025-01-15 18:30:00+00:00,21217.306640625,21247.71484375,21248.802734375,21201.111328125,73731135
2025-01-15 19:30:00+00:00,21247.955078125,21273.779296875,21285.712890625,21236.15625,88534405
2025-01-15 20:30:00+00:00,21272.853515625,21235.876953125,21280.8828125,21231.6328125,102817711
2025-01-16 14:30:00+00:00,21328.697265625,21215.541015625,21328.697265625,21180.955078125,0
2025-01-16 15:30:00+00:00,21213.353515625,21248.759765625,21312.107421875,21187.326171875,134630694
2025-01-16 16:30:00+00:00,21249.44921875,21262.048828125,21262.98828125,21165.46875,101058043
2025-01-16 17:30:00+00:00,21261.30078125,21186.369140625,21261.30078125,21185.21484375,71689214
2025-01-16 18:30:00+00:00,21187.322265625,21187.17578125,21191.400390625,21111.994140625,92380495
2025-01-16 19:30:00+00:00,21188.671875,21175.67578125,21234.615234375,21162.083984375,81897104
2025-01-16 20:30:00+00:00,21174.15625,21090.1640625,21189.203125,21087.935546875,91206735
2025-01-17 14:30:00+00:00,21459.552734375,21376.5625,21462.833984375,21335.240234375,0
2025-01-17 15:30:00+00:00,21381.64453125,21472.845703125,21480.34765625,21370.828125,133305796
2025-01-17 16:30:00+00:00,21473.51953125,21467.587890625,21477.46484375,21409.125,102977021
2025-01-17 17:30:00+00:00,21467.65625,21497.673828125,21515.763671875,21452.421875,93561255
2025-01-17 18:30:00+00:00,21497.712890625,21475.23828125,21500.453125,21456.431640625,89335375
2025-01-17 19:30:00+00:00,21475.1328125,21445.0,21484.78515625,21434.685546875,100820223
2025-01-17 20:30:00+00:00,21446.203125,21440.8671875,21480.740234375,21426.76953125,105210595
2025-01-21 14:30:00+00:00,21558.94921875,21489.4921875,21560.8984375,21383.62109375,0
2025-01-21 15:30:00+00:00,21490.607421875,21479.9296875,21504.22265625,21444.318359375,121123734
2025-01-21 16:30:00+00:00,21481.0234375,21546.4296875,21550.166015625,21458.98828125,99149196
2025-01-21 17:30:00+00:00,21545.650390625,21600.140625,21620.2265625,21545.0078125,99687162
2025-01-21 18:30:00+00:00,21601.583984375,21593.578125,21612.046875,21561.646484375,87124142
2025-01-21 19:30:00+00:00,21593.658203125,21595.400390625,21597.587890625,21551.00390625,85038389
2025-01-21 20:30:00+00:00,21595.138671875,21566.3203125,21605.775390625,21549.83984375,96783849
2025-01-22 14:30:00+00:00,21763.00390625,21862.060546875,21886.255859375,21758.64453125,0
2025-01-22 15:30:00+00:00,21858.208984375,21900.3671875,21901.78515625,21844.291015625,135120400
2025-01-22 16:30:00+00:00,21900.8125,21920.7421875,21943.037109375,21895.78125,106462338
2025-01-22 17:30:00+00:00,21920.171875,21865.962890625,21922.568359375,21862.009765625,84331094
2025-01-22 18:30:00+00:00,21866.791015625,21870.02734375,21900.529296875,21865.8671875,85869422
2025-01-22 19:30:00+00:00,21869.59375,21865.37890625,21890.626953125,21859.177734375,88388925
2025-01-22 20:30:00+00:00,21866.384765625,21851.9765625,21876.923828125,21833.759765625,90821625
2025-01-23 14:30:00+00:00,21742.763671875,21759.248046875,21776.037109375,21722.041015625,0
2025-01-23 15:30:00+00:00,21760.734375,21802.90234375,21803.267578125,21750.57421875,116794763
2025-01-23 16:30:00+00:00,21800.48828125,21782.453125,21824.85546875,21776.994140625,82091537
2025-01-23 17:30:00+00:00,21782.396484375,21814.998046875,21829.443359375,21760.107421875,74577497
2025-01-23 18:30:00+00:00,21815.890625,21799.935546875,21838.759765625,21779.052734375,77501198
2025-01-23 19:30:00+00:00,21800.796875,21824.763671875,21833.37109375,21800.796875,81890631
2025-01-23 20:30:00+00:00,21822.38671875,21896.0859375,21897.4921875,21814.123046875,92886364
2025-01-24 14:30:00+00:00,21916.23046875,21857.306640625,21945.095703125,21854.244140625,0
2025-01-24 15:30:00+00:00,21860.818359375,21876.794921875,21881.4765625,21837.712890625,122481771
2025-01-24 16:30:00+00:00,21876.884765625,21841.26953125,21900.03515625,21837.40234375,95573742
2025-01-24 17:30:00+00:00,21841.1328125,21800.119140625,21851.33203125,21774.810546875,97397964
2025-01-24 18:30:00+00:00,21799.822265625,21736.208984375,21808.021484375,21709.28515625,99645129
2025-01-24 19:30:00+00:00,21735.248046875,21728.421875,21760.12890625,21722.390625,99286079
2025-01-24 20:30:00+00:00,21733.04296875,21770.48828125,21781.009765625,21724.26953125,104936210
2025-01-27 14:30:00+00:00,21062.025390625,21239.671875,21239.671875,21062.025390625,0
2025-01-27 15:30:00+00:00,21238.70703125,21084.052734375,21289.875,21072.056640625,257390035
2025-01-27 16:30:00+00:00,21079.4296875,21098.80859375,21148.84375,21040.033203125,240655754
2025-01-27 17:30:00+00:00,21097.73828125,21018.849609375,21125.3828125,21014.115234375,166035000
2025-01-27 18:30:00+00:00,21017.59765625,21121.716796875,21128.58984375,21017.59765625,169190000
2025-01-27 19:30:00+00:00,21122.4140625,21043.255859375,21122.4140625,20975.076171875,198004000
2025-01-27 20:30:00+00:00,21052.421875,21131.5546875,21136.251953125,21045.38671875,155242000
2025-01-28 14:30:00+00:00,21195.66796875,21347.8828125,21360.47265625,21044.328125,0
2025-01-28 15:30:00+00:00,21343.166015625,21282.123046875,21351.794921875,21270.302734375,187887637
2025-01-28 16:30:00+00:00,21281.154296875,21427.4765625,21437.46875,21267.689453125,182457279
2025-01-28 17:30:00+00:00,21427.232421875,21428.21875,21457.943359375,21399.29296875,131849466
2025-01-28 18:30:00+00:00,21428.447265625,21435.390625,21439.98046875,21393.84765625,112409794
2025-01-28 19:30:00+00:00,21435.10546875,21493.599609375,21500.541015625,21435.10546875,137475000
2025-01-28 20:30:00+00:00,21490.044921875,21458.328125,21498.400390625,21434.103515625,132007000
2025-01-29 14:30:00+00:00,21474.80078125,21381.833984375,21477.876953125,21364.35546875,0
2025-01-29 15:30:00+00:00,21378.568359375,21369.896484375,21404.06640625,21337.19921875,145253708
2025-01-29 16:30:00+00:00,21370.341796875,21404.787109375,21420.810546875,21350.390625,108057082
2025-01-29 17:30:00+00:00,21405.775390625,21369.173828125,21417.15234375,21252.396484375,117484760
2025-01-29 18:30:00+00:00,21369.408203125,21285.185546875,21389.08984375,21273.375,103384758
2025-01-29 19:30:00+00:00,21277.09765625,21462.755859375,21470.287109375,21274.380859375,149847479
2025-01-29 20:30:00+00:00,21472.400390625,21409.25,21474.91796875,21353.6015625,104310422
2025-01-30 14:30:00+00:00,21509.126953125,21417.03125,21619.943359375,21415.720703125,0
2025-01-30 15:30:00+00:00,21420.54296875,21425.53515625,21458.951171875,21309.3671875,186804532
2025-01-30 16:30:00+00:00,21427.34765625,21402.439453125,21502.396484375,21393.609375,123363361
2025-01-30 17:30:00+00:00,21402.880859375,21429.609375,21450.447265625,21389.138671875,103599872
2025-01-30 18:30:00+00:00,21432.310546875,21492.203125,21504.431640625,21428.30859375,111663831
2025-01-30 19:30:00+00:00,21493.2109375,21568.861328125,21579.310546875,21479.408203125,135319079
2025-01-30 20:30:00+00:00,21563.58984375,21505.2109375,21568.06640625,21412.3125,151240000
2025-01-31 14:30:00+00:00,21665.8359375,21778.869140625,21799.787109375,21654.337890625,0
2025-01-31 15:30:00+00:00,21780.53515625,21802.34765625,21845.955078125,21779.3671875,178575370
2025-01-31 16:30:00+00:00,21799.64453125,21816.76953125,21816.76953125,21757.69921875,130139865
2025-01-31 17:30:00+00:00,21817.001953125,21702.806640625,21819.875,21699.970703125,106736656
2025-01-31 18:30:00+00:00,21701.046875,21601.140625,21710.0546875,21564.451171875,135272566
2025-01-31 19:30:00+00:00,21602.58203125,21444.84375,21617.900390625,21434.48046875,152466478
2025-01-31 20:30:00+00:00,21444.03515625,21476.771484375,21524.564453125,21425.787109375,131240000
2025-02-03 14:30:00+00:00,21073.6328125,21238.109375,21241.6328125,21005.470703125,0
2025-02-03 15:30:00+00:00,21236.0234375,21297.03515625,21352.771484375,21217.505859375,180445558
2025-02-03 16:30:00+00:00,21295.78125,21287.15625,21345.560546875,21257.447265625,123083474
2025-02-03 17:30:00+00:00,21286.986328125,21302.46875,21318.26171875,21241.255859375,108815229
2025-02-03 18:30:00+00:00,21303.87890625,21380.365234375,21406.19921875,21292.8359375,112903241
2025-02-03 19:30:00+00:00,21380.50390625,21347.751953125,21402.46484375,21345.392578125,101443134
2025-02-03 20:30:00+00:00,21350.2109375,21293.287109375,21360.048828125,21291.91015625,106215000
2025-02-04 14:30:00+00:00,21317.791015625,21529.412109375,21552.375,21310.224609375,0
2025-02-04 15:30:00+00:00,21528.013671875,21571.244140625,21571.244140625,21511.544921875,155512324
2025-02-04 16:30:00+00:00,21570.435546875,21453.7734375,21582.384765625,21452.150390625,134281446
2025-02-04 17:30:00+00:00,21455.576171875,21525.947265625,21529.27734375,21447.609375,108112556
2025-02-04 18:30:00+00:00,21524.654296875,21551.2578125,21567.427734375,21508.298828125,95595469
2025-02-04 19:30:00+00:00,21552.177734375,21523.75,21564.974609375,21508.876953125,119531011
2025-02-04 20:30:00+00:00,21522.298828125,21564.11328125,21579.466796875,21522.072265625,107966884
2025-02-05 14:30:00+00:00,21451.171875,21474.462890625,21497.9765625,21409.248046875,0
2025-02-05 15:30:00+00:00,21477.7890625,21514.63671875,21524.029296875,21449.55859375,162280361
2025-02-05 16:30:00+00:00,21515.39453125,21605.05859375,21633.970703125,21509.912109375,142314212
2025-02-05 17:30:00+00:00,21604.55078125,21584.669921875,21611.86328125,21571.302734375,96933335
2025-02-05 18:30:00+00:00,21584.490234375,21611.431640625,21628.623046875,21576.40625,101722857
2025-02-05 19:30:00+00:00,21611.447265625,21637.984375,21645.0859375,21599.345703125,114203505
2025-02-05 20:30:00+00:00,21637.142578125,21657.728515625,21662.404296875,21584.6015625,117066347
2025-02-06 14:30:00+00:00,21668.95703125,21693.8125,21745.59375,21647.546875,0
2025-02-06 15:30:00+00:00,21694.796875,21697.7734375,21729.630859375,21643.587890625,146543596
2025-02-06 16:30:00+00:00,21698.0703125,21682.763671875,21704.427734375,21651.693359375,120748837
2025-02-06 17:30:00+00:00,21682.37109375,21725.236328125,21729.853515625,21670.93359375,91518223
2025-02-06 18:30:00+00:00,21725.361328125,21694.322265625,21733.91796875,21688.923828125,89624622
2025-02-06 19:30:00+00:00,21695.73046875,21688.240234375,21695.73046875,21618.248046875,118268648
2025-02-06 20:30:00+00:00,21690.171875,21770.134765625,21775.021484375,21689.283203125,108938820
2025-02-07 14:30:00+00:00,21780.11328125,21658.083984375,21868.1328125,21596.125,0
2025-02-07 15:30:00+00:00,21645.30859375,21564.705078125,21705.125,21536.72265625,180523179
2025-02-07 16:30:00+00:00,21569.6171875,21536.66796875,21590.0234375,21497.6796875,132085040
2025-02-07 17:30:00+00:00,21535.4609375,21617.52734375,21632.78515625,21521.396484375,95062891
2025-02-07 18:30:00+00:00,21614.87890625,21491.0703125,21629.861328125,21484.11328125,104484796
2025-02-07 19:30:00+00:00,21487.1875,21481.568359375,21530.580078125,21465.474609375,107333406
2025-02-07 20:30:00+00:00,21490.3203125,21492.482421875,21524.04296875,21479.353515625,109715809
2025-02-10 14:30:00+00:00,21668.4140625,21764.255859375,21776.3046875,21646.228515625,0
2025-02-10 15:30:00+00:00,21768.2421875,21755.392578125,21791.138671875,21747.705078125,135559318
2025-02-10 16:30:00+00:00,21757.509765625,21729.1640625,21773.130859375,21723.04296875,98011661
2025-02-10 17:30:00+00:00,21729.580078125,21768.71875,21780.38671875,21727.572265625,72402338
2025-02-10 18:30:00+00:00,21768.544921875,21773.70703125,21786.732421875,21763.216796875,79017640
2025-02-10 19:30:00+00:00,21774.166015625,21769.005859375,21777.89453125,21750.857421875,93742171
2025-02-10 20:30:00+00:00,21768.666015625,21755.625,21769.388671875,21741.763671875,96441705
2025-02-11 14:30:00+00:00,21636.796875,21743.77734375,21748.501953125,21636.796875,0
2025-02-11 15:30:00+00:00,21743.234375,21732.166015625,21775.98828125,21729.681640625,150540097
2025-02-11 16:30:00+00:00,21736.4296875,21695.30859375,21747.337890625,21625.75390625,147059005
2025-02-11 17:30:00+00:00,21697.484375,21683.978515625,21699.36328125,21659.46875,90901556
2025-02-11 18:30:00+00:00,21682.533203125,21707.236328125,21739.880859375,21682.533203125,93478572
2025-02-11 19:30:00+00:00,21707.474609375,21719.140625,21746.892578125,21706.216796875,99018141
2025-02-11 20:30:00+00:00,21718.80078125,21694.521484375,21722.830078125,21675.552734375,97708424
2025-02-12 14:30:00+00:00,21474.26171875,21606.82421875,21640.2109375,21454.19140625,0
2025-02-12 15:30:00+00:00,21607.3515625,21575.92578125,21672.23828125,21563.91796875,126608769
2025-02-12 16:30:00+00:00,21577.447265625,21700.921875,21710.8515625,21577.447265625,100822823
2025-02-12 17:30:00+00:00,21700.677734375,21710.423828125,21733.765625,21671.619140625,90039864
2025-02-12 18:30:00+00:00,21711.0546875,21701.8671875,21717.384765625,21673.29296875,90280932
2025-02-12 19:30:00+00:00,21701.43359375,21725.947265625,21745.560546875,21698.62890625,94658222
2025-02-12 20:30:00+00:00,21725.42578125,21715.166015625,21732.013671875,21687.109375,115914436
2025-02-13 14:30:00+00:00,21788.4140625,21883.388671875,21904.8828125,21759.111328125,332539775
2025-02-13 15:30:00+00:00,21884.78515625,21915.94140625,21966.66015625,21883.4296875,174646887
2025-02-13 16:30:00+00:00,21916.873046875,21883.291015625,21923.89453125,21860.046875,120725500
2025-02-13 17:30:00+00:00,21883.068359375,21857.935546875,21910.142578125,21811.533203125,109546370
2025-02-13 18:30:00+00:00,21856.59765625,21940.28125,21942.75390625,21830.2890625,129090691
2025-02-13 19:30:00+00:00,21939.9921875,21995.1875,22005.146484375,21935.53515625,122130286
2025-02-13 20:30:00+00:00,21996.369140625,22029.6875,22037.60546875,21974.76171875,116881000
2025-02-14 14:30:00+00:00,22038.240234375,22060.294921875,22081.140625,22011.986328125,0
2025-02-14 15:30:00+00:00,22061.705078125,22061.44140625,22089.87890625,22025.93359375,165064652
2025-02-14 16:30:00+00:00,22062.818359375,22021.8984375,22063.611328125,22021.8984375,102570317
2025-02-14 17:30:00+00:00,22023.7578125,22076.70703125,22092.0625,22016.91015625,86512800
2025-02-14 18:30:00+00:00,22075.9296875,22096.330078125,22123.724609375,22075.9296875,111365581
2025-02-14 19:30:00+00:00,22095.36328125,22104.755859375,22109.974609375,22075.38671875,105091485
2025-02-14 20:30:00+00:00,22103.896484375,22110.4140625,22138.697265625,22101.341796875,113355825
2025-02-18 14:30:00+00:00,22174.7265625,22061.837890625,22189.759765625,22055.03515625,0
2025-02-18 15:30:00+00:00,22060.837890625,22125.73046875,22128.70703125,22051.060546875,156346575
2025-02-18 16:30:00+00:00,22126.560546875,22094.259765625,22135.4609375,22086.94921875,112519795
2025-02-18 17:30:00+00:00,22095.2109375,22084.97265625,22129.021484375,22078.05859375,95581433
2025-02-18 18:30:00+00:00,22084.75390625,22073.556640625,22091.94921875,22030.220703125,113022147
2025-02-18 19:30:00+00:00,22073.873046875,22092.23828125,22106.814453125,22069.3046875,124437365
2025-02-18 20:30:00+00:00,22091.80078125,22163.9765625,22163.9765625,22081.923828125,142916816
2025-02-19 14:30:00+00:00,22119.01171875,22076.701171875,22145.1484375,22046.0,0
2025-02-19 15:30:00+00:00,22078.158203125,22144.435546875,22149.599609375,22076.177734375,155792982
2025-02-19 16:30:00+00:00,22141.24609375,22147.251953125,22176.478515625,22135.255859375,106278967
2025-02-19 17:30:00+00:00,22146.623046875,22169.25390625,22181.05078125,22125.3828125,91821745
2025-02-19 18:30:00+00:00,22172.4453125,22197.625,22209.1796875,22155.41015625,87258342
2025-02-19 19:30:00+00:00,22196.462890625,22140.779296875,22222.349609375,22130.111328125,138205482
2025-02-19 20:30:00+00:00,22146.732421875,22174.77734375,22181.888671875,22141.02734375,146052933
2025-02-20 14:30:00+00:00,22134.845703125,22009.861328125,22146.4140625,21879.466796875,0
2025-02-20 15:30:00+00:00,22009.291015625,21985.095703125,22023.998046875,21903.279296875,153911480
2025-02-20 16:30:00+00:00,21985.609375,22002.861328125,22013.517578125,21946.890625,126541235
2025-02-20 17:30:00+00:00,22004.158203125,21970.96875,22018.8359375,21955.541015625,84292426
2025-02-20 18:30:00+00:00,21969.302734375,22017.333984375,22032.712890625,21965.845703125,91142360
2025-02-20 19:30:00+00:00,22017.607421875,22027.25,22049.158203125,21983.220703125,110217931
2025-02-20 20:30:00+00:00,22027.537109375,22069.869140625,22072.2734375,22019.482421875,108293668
2025-02-21 14:30:00+00:00,22112.115234375,21940.111328125,22113.158203125,21928.8203125,0
2025-02-21 15:30:00+00:00,21938.236328125,21928.953125,21959.1875,21879.412109375,152092739
2025-02-21 16:30:00+00:00,21925.0,21858.541015625,21950.59765625,21824.181640625,109843228
2025-02-21 17:30:00+00:00,21859.470703125,21732.74609375,21860.73046875,21716.240234375,150504358
2025-02-21 18:30:00+00:00,21732.71484375,21611.119140625,21780.375,21607.802734375,132348910
2025-02-21 19:30:00+00:00,21611.1484375,21634.595703125,21653.2734375,21602.015625,149871649
2025-02-21 20:30:00+00:00,21638.4140625,21615.22265625,21640.4609375,21597.15625,136514713
2025-02-24 14:30:00+00:00,21667.404296875,21435.65234375,21726.03515625,21373.248046875,0
2025-02-24 15:30:00+00:00,21437.875,21529.078125,21538.8046875,21380.353515625,189992400
2025-02-24 16:30:00+00:00,21536.0546875,21566.65234375,21586.466796875,21492.470703125,124063003
2025-02-24 17:30:00+00:00,21565.24609375,21581.595703125,21593.982421875,21542.271484375,86793369
2025-02-24 18:30:00+00:00,21582.498046875,21505.3984375,21585.72265625,21503.3359375,90096505
2025-02-24 19:30:00+00:00,21504.390625,21455.990234375,21530.013671875,21455.521484375,108925450
2025-02-24 20:30:00+00:00,21457.322265625,21355.154296875,21484.77734375,21342.76953125,115954920
2025-02-25 14:30:00+00:00,21304.205078125,20986.111328125,21326.37890625,20969.185546875,0
2025-02-25 15:30:00+00:00,20998.357421875,20974.90625,21096.35546875,20969.978515625,215358125
2025-02-25 16:30:00+00:00,20983.50390625,21126.05859375,21136.98828125,20930.578125,151127771
2025-02-25 17:30:00+00:00,21125.103515625,21111.42578125,21214.71875,21111.42578125,124258230
2025-02-25 18:30:00+00:00,21112.41015625,21072.134765625,21187.5078125,21064.0390625,115738150
2025-02-25 19:30:00+00:00,21071.126953125,21159.865234375,21196.107421875,21071.126953125,130321960
2025-02-25 20:30:00+00:00,21162.845703125,21090.609375,21162.845703125,21057.80078125,124904000
2025-02-26 14:30:00+00:00,21159.41015625,21220.38671875,21310.1015625,21140.65234375,0
2025-02-26 15:30:00+00:00,21226.25,21310.91015625,21346.658203125,21226.25,162250063
2025-02-26 16:30:00+00:00,21308.986328125,21320.998046875,21349.9765625,21282.61328125,120588835
2025-02-26 17:30:00+00:00,21320.66796875,21119.66015625,21332.21875,21118.8515625,120385237
2025-02-26 18:30:00+00:00,21114.51953125,21073.251953125,21144.828125,21013.3359375,147949023
2025-02-26 19:30:00+00:00,21070.96875,21098.31640625,21112.86328125,21027.7890625,110789507
2025-02-26 20:30:00+00:00,21094.783203125,21137.451171875,21163.384765625,21074.916015625,113728865
2025-02-27 14:30:00+00:00,21279.724609375,21073.689453125,21321.740234375,20851.568359375,0
2025-02-27 15:30:00+00:00,21075.201171875,21015.01171875,21102.28125,20962.912109375,170234019
2025-02-27 16:30:00+00:00,21009.5078125,20999.76171875,21046.2890625,20912.232421875,117347588
2025-02-27 17:30:00+00:00,21001.19140625,21041.009765625,21061.59765625,20945.150390625,111322872
2025-02-27 18:30:00+00:00,21042.7421875,20845.4140625,21054.73828125,20843.01953125,121693852
2025-02-27 19:30:00+00:00,20846.265625,20637.837890625,20846.265625,20635.48828125,210607782
2025-02-27 20:30:00+00:00,20647.9140625,20553.85546875,20683.19921875,20543.365234375,159696000
2025-02-28 14:30:00+00:00,20520.771484375,20712.943359375,20713.19921875,20407.51953125,0
2025-02-28 15:30:00+00:00,20699.38671875,20593.271484375,20731.07421875,20590.28125,191193819
2025-02-28 16:30:00+00:00,20588.85546875,20651.72265625,20696.3125,20582.59375,117461773
2025-02-28 17:30:00+00:00,20652.244140625,20543.39453125,20653.974609375,20442.720703125,140496902
2025-02-28 18:30:00+00:00,20541.884765625,20555.3125,20608.88671875,20494.453125,118684716
2025-02-28 19:30:00+00:00,20549.65625,20718.083984375,20718.69921875,20545.271484375,135079831
2025-02-28 20:30:00+00:00,20719.294921875,20874.931640625,20900.767578125,20641.302734375,146482000
2025-03-03 14:30:00+00:00,20980.072265625,20908.716796875,21073.802734375,20721.705078125,0
2025-03-03 15:30:00+00:00,20908.79296875,20848.5,20940.54296875,20810.541015625,154413011
2025-03-03 16:30:00+00:00,20856.91015625,20894.13671875,20906.8046875,20791.515625,122739851
2025-03-03 17:30:00+00:00,20894.052734375,20643.072265625,20912.705078125,20636.044921875,167268171
2025-03-03 18:30:00+00:00,20642.92578125,20670.13671875,20746.9140625,20614.955078125,132463089
2025-03-03 19:30:00+00:00,20669.259765625,20338.5,20769.478515625,20323.951171875,214199660
2025-03-03 20:30:00+00:00,20348.068359375,20427.15625,20427.15625,20279.5703125,163311000
2025-03-04 14:30:00+00:00,20274.853515625,20118.111328125,20375.0078125,20035.16796875,0
2025-03-04 15:30:00+00:00,20106.669921875,20096.96875,20209.28515625,20066.361328125,206644976
2025-03-04 16:30:00+00:00,20118.80859375,20355.25,20383.546875,20118.80859375,176897411
2025-03-04 17:30:00+00:00,20347.845703125,20337.119140625,20445.5390625,20276.361328125,150566175
2025-03-04 18:30:00+00:00,20335.71484375,20524.4609375,20576.86328125,20311.88671875,149341000
2025-03-04 19:30:00+00:00,20530.48828125,20637.14453125,20688.462890625,20501.908203125,164415000
2025-03-04 20:30:00+00:00,20639.076171875,20351.5546875,20639.076171875,20282.783203125,156707000
2025-03-05 14:30:00+00:00,20368.197265625,20298.134765625,20451.25390625,20239.037109375,0
2025-03-05 15:30:00+00:00,20297.123046875,20264.55859375,20398.099609375,20224.603515625,152386011
2025-03-05 16:30:00+00:00,20255.677734375,20435.1171875,20435.1171875,20186.994140625,134301004
